Código Departamento,Código Municipio,Nombre Departamento,Nombre Municipio,Tipo
47,47053,MAGDALENA,ARACATACA,Municipio
47,47058,MAGDALENA,ARIGUANÍ,Municipio
47,47161,MAGDALENA,CERRO DE SAN ANTONIO,Municipio
47,47170,MAGDALENA,CHIVOLO,Municipio
47,47189,MAGDALENA,CIÉNAGA,Municipio
47,47205,MAGDALENA,CONCORDIA,Municipio
47,47245,MAGDALENA,EL BANCO,Municipio
47,47258,MAGDALENA,EL PIÑÓN,Municipio
47,47268,MAGDALENA,EL RETÉN,Municipio
47,47288,MAGDALENA,FUNDACIÓN,Municipio
47,47318,MAGDALENA,GUAMAL,Municipio
47,47460,MAGDALENA,NUEVA GRANADA,Municipio
47,47541,MAGDALENA,PEDRAZA,Municipio
47,47545,MAGDALENA,PIJIÑO DEL CARMEN,Municipio
47,47551,MAGDALENA,PIVIJAY,Municipio
47,47555,MAGDALENA,PLATO,Municipio
47,47570,MAGDALENA,PUEBLOVIEJO,Municipio
47,47605,MAGDALENA,REMOLINO,Municipio
47,47660,MAGDALENA,SABANAS DE SAN ÁNGEL,Municipio
47,47675,MAGDALENA,SALAMINA,Municipio
47,47692,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Municipio
47,47703,MAGDALENA,SAN ZENÓN,Municipio
47,47707,MAGDALENA,SANTA ANA,Municipio
47,47720,MAGDALENA,SANTA BÁRBARA DE PINTO,Municipio
47,47745,MAGDALENA,SITIONUEVO,Municipio
47,47798,MAGDALENA,TENERIFE,Municipio
47,47960,MAGDALENA,ZAPAYÁN,Municipio
47,47980,MAGDALENA,ZONA BANANERA,Municipio
50,50001,META,VILLAVICENCIO,Municipio
50,50006,META,ACACÍAS,Municipio
50,50110,META,BARRANCA DE UPÍA,Municipio
50,50124,META,CABUYARO,Municipio
50,50150,META,CASTILLA LA NUEVA,Municipio
50,50223,META,CUBARRAL,Municipio
50,50226,META,CUMARAL,Municipio
50,50245,META,EL CALVARIO,Municipio
50,50251,META,EL CASTILLO,Municipio
50,50270,META,EL DORADO,Municipio
50,50287,META,FUENTE DE ORO,Municipio
50,50313,META,GRANADA,Municipio
50,50318,META,GUAMAL,Municipio
50,50325,META,MAPIRIPÁN,Municipio
50,50330,META,MESETAS,Municipio
50,50350,META,LA MACARENA,Municipio
50,50370,META,URIBE,Municipio
50,50400,META,LEJANÍAS,Municipio
50,50450,META,PUERTO CONCORDIA,Municipio
50,50568,META,PUERTO GAITÁN,Municipio
50,50573,META,PUERTO LÓPEZ,Municipio
50,50577,META,PUERTO LLERAS,Municipio
50,50590,META,PUERTO RICO,Municipio
50,50606,META,RESTREPO,Municipio
50,50680,META,SAN CARLOS DE GUAROA,Municipio
50,50683,META,SAN JUAN DE ARAMA,Municipio
50,50686,META,SAN JUANITO,Municipio
50,50689,META,SAN MARTÍN,Municipio
50,50711,META,VISTAHERMOSA,Municipio
52,52001,NARIÑO,PASTO,Municipio
52,52019,NARIÑO,ALBÁN,Municipio
52,52022,NARIÑO,ALDANA,Municipio
52,52036,NARIÑO,ANCUYA,Municipio
52,52051,NARIÑO,ARBOLEDA,Municipio
52,52079,NARIÑO,BARBACOAS,Municipio
52,52083,NARIÑO,BELÉN,Municipio
52,52110,NARIÑO,BUESACO,Municipio
52,52203,NARIÑO,COLÓN,Municipio
52,52207,NARIÑO,CONSACÁ,Municipio
52,52210,NARIÑO,CONTADERO,Municipio
52,52215,NARIÑO,CÓRDOBA,Municipio
52,52224,NARIÑO,CUASPUD CARLOSAMA,Municipio
52,52227,NARIÑO,CUMBAL,Municipio
52,52233,NARIÑO,CUMBITARA,Municipio
52,52240,NARIÑO,CHACHAGÜÍ,Municipio
52,52250,NARIÑO,EL CHARCO,Municipio
52,52254,NARIÑO,EL PEÑOL,Municipio
52,52256,NARIÑO,EL ROSARIO,Municipio
52,52258,NARIÑO,EL TABLÓN DE GÓMEZ,Municipio
52,52260,NARIÑO,EL TAMBO,Municipio
52,52287,NARIÑO,FUNES,Municipio
52,52317,NARIÑO,GUACHUCAL,Municipio
52,52320,NARIÑO,GUAITARILLA,Municipio
52,52323,NARIÑO,GUALMATÁN,Municipio
52,52352,NARIÑO,ILES,Municipio
52,52354,NARIÑO,IMUÉS,Municipio
52,52356,NARIÑO,IPIALES,Municipio
52,52378,NARIÑO,LA CRUZ,Municipio
52,52381,NARIÑO,LA FLORIDA,Municipio
52,52385,NARIÑO,LA LLANADA,Municipio
52,52390,NARIÑO,LA TOLA,Municipio
52,52399,NARIÑO,LA UNIÓN,Municipio
52,52405,NARIÑO,LEIVA,Municipio
52,52411,NARIÑO,LINARES,Municipio
52,52418,NARIÑO,LOS ANDES,Municipio
52,52427,NARIÑO,MAGÜÍ,Municipio
52,52435,NARIÑO,MALLAMA,Municipio
52,52473,NARIÑO,MOSQUERA,Municipio
52,52480,NARIÑO,NARIÑO,Municipio
52,52490,NARIÑO,OLAYA HERRERA,Municipio
52,52506,NARIÑO,OSPINA,Municipio
52,52520,NARIÑO,FRANCISCO PIZARRO,Municipio
52,52540,NARIÑO,POLICARPA,Municipio
52,52560,NARIÑO,POTOSÍ,Municipio
52,52565,NARIÑO,PROVIDENCIA,Municipio
52,52573,NARIÑO,PUERRES,Municipio
52,52585,NARIÑO,PUPIALES,Municipio
52,52612,NARIÑO,RICAURTE,Municipio
52,52621,NARIÑO,ROBERTO PAYÁN,Municipio
52,52678,NARIÑO,SAMANIEGO,Municipio
52,52683,NARIÑO,SANDONÁ,Municipio
52,52685,NARIÑO,SAN BERNARDO,Municipio
52,52687,NARIÑO,SAN LORENZO,Municipio
52,52693,NARIÑO,SAN PABLO,Municipio
52,52694,NARIÑO,SAN PEDRO DE CARTAGO,Municipio
52,52696,NARIÑO,SANTA BÁRBARA,Municipio
52,52699,NARIÑO,SANTACRUZ,Municipio
52,52720,NARIÑO,SAPUYES,Municipio
52,52786,NARIÑO,TAMINANGO,Municipio
52,52788,NARIÑO,TANGUA,Municipio
52,52835,NARIÑO,SAN ANDRÉS DE TUMACO,Municipio
52,52838,NARIÑO,TÚQUERRES,Municipio
52,52885,NARIÑO,YACUANQUER,Municipio
54,54001,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,Municipio
54,54003,NORTE DE SANTANDER,ÁBREGO,Municipio
54,54051,NORTE DE SANTANDER,ARBOLEDAS,Municipio
54,54099,NORTE DE SANTANDER,BOCHALEMA,Municipio
54,54109,NORTE DE SANTANDER,BUCARASICA,Municipio
54,54125,NORTE DE SANTANDER,CÁCOTA,Municipio
54,54128,NORTE DE SANTANDER,CÁCHIRA,Municipio
54,54172,NORTE DE SANTANDER,CHINÁCOTA,Municipio
54,54174,NORTE DE SANTANDER,CHITAGÁ,Municipio
54,54206,NORTE DE SANTANDER,CONVENCIÓN,Municipio
54,54223,NORTE DE SANTANDER,CUCUTILLA,Municipio
54,54239,NORTE DE SANTANDER,DURANIA,Municipio
54,54245,NORTE DE SANTANDER,EL CARMEN,Municipio
54,54250,NORTE DE SANTANDER,EL TARRA,Municipio
54,54261,NORTE DE SANTANDER,EL ZULIA,Municipio
54,54313,NORTE DE SANTANDER,GRAMALOTE,Municipio
54,54344,NORTE DE SANTANDER,HACARÍ,Municipio
54,54347,NORTE DE SANTANDER,HERRÁN,Municipio
54,54377,NORTE DE SANTANDER,LABATECA,Municipio
54,54385,NORTE DE SANTANDER,LA ESPERANZA,Municipio
54,54398,NORTE DE SANTANDER,LA PLAYA,Municipio
54,54405,NORTE DE SANTANDER,LOS PATIOS,Municipio
54,54418,NORTE DE SANTANDER,LOURDES,Municipio
54,54480,NORTE DE SANTANDER,MUTISCUA,Municipio
54,54498,NORTE DE SANTANDER,OCAÑA,Municipio
54,54518,NORTE DE SANTANDER,PAMPLONA,Municipio
54,54520,NORTE DE SANTANDER,PAMPLONITA,Municipio
54,54553,NORTE DE SANTANDER,PUERTO SANTANDER,Municipio
54,54599,NORTE DE SANTANDER,RAGONVALIA,Municipio
54,54660,NORTE DE SANTANDER,SALAZAR,Municipio
54,54670,NORTE DE SANTANDER,SAN CALIXTO,Municipio
54,54673,NORTE DE SANTANDER,SAN CAYETANO,Municipio
54,54680,NORTE DE SANTANDER,SANTIAGO,Municipio
54,54720,NORTE DE SANTANDER,SARDINATA,Municipio
54,54743,NORTE DE SANTANDER,SILOS,Municipio
54,54800,NORTE DE SANTANDER,TEORAMA,Municipio
54,54810,NORTE DE SANTANDER,TIBÚ,Municipio
54,54820,NORTE DE SANTANDER,TOLEDO,Municipio
54,54871,NORTE DE SANTANDER,VILLA CARO,Municipio
54,54874,NORTE DE SANTANDER,VILLA DEL ROSARIO,Municipio
63,63001,QUINDÍO,ARMENIA,Municipio
63,63111,QUINDÍO,BUENAVISTA,Municipio
63,63130,QUINDÍO,CALARCÁ,Municipio
63,63190,QUINDÍO,CIRCASIA,Municipio
63,63212,QUINDÍO,CÓRDOBA,Municipio
63,63272,QUINDÍO,FILANDIA,Municipio
63,63302,QUINDÍO,GÉNOVA,Municipio
63,63401,QUINDÍO,LA TEBAIDA,Municipio
63,63470,QUINDÍO,MONTENEGRO,Municipio
63,63548,QUINDÍO,PIJAO,Municipio
63,63594,QUINDÍO,QUIMBAYA,Municipio
63,63690,QUINDÍO,SALENTO,Municipio
66,66001,RISARALDA,PEREIRA,Municipio
66,66045,RISARALDA,APÍA,Municipio
66,66075,RISARALDA,BALBOA,Municipio
66,66088,RISARALDA,BELÉN DE UMBRÍA,Municipio
66,66170,RISARALDA,DOSQUEBRADAS,Municipio
66,66318,RISARALDA,GUÁTICA,Municipio
66,66383,RISARALDA,LA CELIA,Municipio
66,66400,RISARALDA,LA VIRGINIA,Municipio
66,66440,RISARALDA,MARSELLA,Municipio
66,66456,RISARALDA,MISTRATÓ,Municipio
66,66572,RISARALDA,PUEBLO RICO,Municipio
66,66594,RISARALDA,QUINCHÍA,Municipio
66,66682,RISARALDA,SANTA ROSA DE CABAL,Municipio
66,66687,RISARALDA,SANTUARIO,Municipio
68,68001,SANTANDER,BUCARAMANGA,Municipio
68,68013,SANTANDER,AGUADA,Municipio
68,68020,SANTANDER,ALBANIA,Municipio
68,68051,SANTANDER,ARATOCA,Municipio
68,68077,SANTANDER,BARBOSA,Municipio
68,68079,SANTANDER,BARICHARA,Municipio
68,68081,SANTANDER,BARRANCABERMEJA,Municipio
68,68092,SANTANDER,BETULIA,Municipio
68,68101,SANTANDER,BOLÍVAR,Municipio
68,68121,SANTANDER,CABRERA,Municipio
68,68132,SANTANDER,CALIFORNIA,Municipio
68,68147,SANTANDER,CAPITANEJO,Municipio
68,68152,SANTANDER,CARCASÍ,Municipio
68,68160,SANTANDER,CEPITÁ,Municipio
68,68162,SANTANDER,CERRITO,Municipio
68,68167,SANTANDER,CHARALÁ,Municipio
68,68169,SANTANDER,CHARTA,Municipio
68,68176,SANTANDER,CHIMA,Municipio
68,68179,SANTANDER,CHIPATÁ,Municipio
68,68190,SANTANDER,CIMITARRA,Municipio
68,68207,SANTANDER,CONCEPCIÓN,Municipio
68,68209,SANTANDER,CONFINES,Municipio
68,68211,SANTANDER,CONTRATACIÓN,Municipio
68,68217,SANTANDER,COROMORO,Municipio
68,68229,SANTANDER,CURITÍ,Municipio
68,68235,SANTANDER,EL CARMEN DE CHUCURI,Municipio
68,68245,SANTANDER,EL GUACAMAYO,Municipio
68,68250,SANTANDER,EL PEÑÓN,Municipio
68,68255,SANTANDER,EL PLAYÓN,Municipio
68,68264,SANTANDER,ENCINO,Municipio
68,68266,SANTANDER,ENCISO,Municipio
68,68271,SANTANDER,FLORIÁN,Municipio
68,68276,SANTANDER,FLORIDABLANCA,Municipio
68,68296,SANTANDER,GALÁN,Municipio
68,68298,SANTANDER,GÁMBITA,Municipio
68,68307,SANTANDER,GIRÓN,Municipio
68,68318,SANTANDER,GUACA,Municipio
68,68320,SANTANDER,GUADALUPE,Municipio
68,68322,SANTANDER,GUAPOTÁ,Municipio
68,68324,SANTANDER,GUAVATÁ,Municipio
68,68327,SANTANDER,GÜEPSA,Municipio
68,68344,SANTANDER,HATO,Municipio
68,68368,SANTANDER,JESÚS MARÍA,Municipio
68,68370,SANTANDER,JORDÁN,Municipio
68,68377,SANTANDER,LA BELLEZA,Municipio
68,68385,SANTANDER,LANDÁZURI,Municipio
68,68397,SANTANDER,LA PAZ,Municipio
68,68406,SANTANDER,LEBRIJA,Municipio
68,68418,SANTANDER,LOS SANTOS,Municipio
68,68425,SANTANDER,MACARAVITA,Municipio
68,68432,SANTANDER,MÁLAGA,Municipio
68,68444,SANTANDER,MATANZA,Municipio
68,68464,SANTANDER,MOGOTES,Municipio
68,68468,SANTANDER,MOLAGAVITA,Municipio
68,68498,SANTANDER,OCAMONTE,Municipio
68,68500,SANTANDER,OIBA,Municipio
68,68502,SANTANDER,ONZAGA,Municipio
68,68522,SANTANDER,PALMAR,Municipio
68,68524,SANTANDER,PALMAS DEL SOCORRO,Municipio
68,68533,SANTANDER,PÁRAMO,Municipio
68,68547,SANTANDER,PIEDECUESTA,Municipio
68,68549,SANTANDER,PINCHOTE,Municipio
68,68572,SANTANDER,PUENTE NACIONAL,Municipio
68,68573,SANTANDER,PUERTO PARRA,Municipio
68,68575,SANTANDER,PUERTO WILCHES,Municipio
68,68615,SANTANDER,RIONEGRO,Municipio
68,68655,SANTANDER,SABANA DE TORRES,Municipio
68,68669,SANTANDER,SAN ANDRÉS,Municipio
68,68673,SANTANDER,SAN BENITO,Municipio
68,68679,SANTANDER,SAN GIL,Municipio
68,68682,SANTANDER,SAN JOAQUÍN,Municipio
68,68684,SANTANDER,SAN JOSÉ DE MIRANDA,Municipio
68,68686,SANTANDER,SAN MIGUEL,Municipio
68,68689,SANTANDER,SAN VICENTE DE CHUCURÍ,Municipio
68,68705,SANTANDER,SANTA BÁRBARA,Municipio
68,68720,SANTANDER,SANTA HELENA DEL OPÓN,Municipio
68,68745,SANTANDER,SIMACOTA,Municipio
68,68755,SANTANDER,SOCORRO,Municipio
68,68770,SANTANDER,SUAITA,Municipio
68,68773,SANTANDER,SUCRE,Municipio
68,68780,SANTANDER,SURATÁ,Municipio
68,68820,SANTANDER,TONA,Municipio
68,68855,SANTANDER,VALLE DE SAN JOSÉ,Municipio
68,68861,SANTANDER,VÉLEZ,Municipio
68,68867,SANTANDER,VETAS,Municipio
68,68872,SANTANDER,VILLANUEVA,Municipio
68,68895,SANTANDER,ZAPATOCA,Municipio
70,70001,SUCRE,SINCELEJO,Municipio
70,70110,SUCRE,BUENAVISTA,Municipio
70,70124,SUCRE,CAIMITO,Municipio
70,70204,SUCRE,COLOSÓ,Municipio
70,70215,SUCRE,COROZAL,Municipio
70,70221,SUCRE,COVEÑAS,Municipio
70,70230,SUCRE,CHALÁN,Municipio
70,70233,SUCRE,EL ROBLE,Municipio
70,70235,SUCRE,GALERAS,Municipio
70,70265,SUCRE,GUARANDA,Municipio
70,70400,SUCRE,LA UNIÓN,Municipio
70,70418,SUCRE,LOS PALMITOS,Municipio
70,70429,SUCRE,MAJAGUAL,Municipio
70,70473,SUCRE,MORROA,Municipio
70,70508,SUCRE,OVEJAS,Municipio
70,70523,SUCRE,PALMITO,Municipio
70,70670,SUCRE,SAMPUÉS,Municipio
70,70678,SUCRE,SAN BENITO ABAD,Municipio
70,70702,SUCRE,SAN JUAN DE BETULIA,Municipio
70,70708,SUCRE,SAN MARCOS,Municipio
70,70713,SUCRE,SAN ONOFRE,Municipio
70,70717,SUCRE,SAN PEDRO,Municipio
70,70742,SUCRE,SAN LUIS DE SINCÉ,Municipio
70,70771,SUCRE,SUCRE,Municipio
70,70820,SUCRE,SANTIAGO DE TOLÚ,Municipio
70,70823,SUCRE,SAN JOSÉ DE TOLUVIEJO,Municipio
73,73001,TOLIMA,IBAGUÉ,Municipio
73,73024,TOLIMA,ALPUJARRA,Municipio
73,73026,TOLIMA,ALVARADO,Municipio
73,73030,TOLIMA,AMBALEMA,Municipio
73,73043,TOLIMA,ANZOÁTEGUI,Municipio
73,73055,TOLIMA,ARMERO,Municipio
73,73067,TOLIMA,ATACO,Municipio
73,73124,TOLIMA,CAJAMARCA,Municipio
73,73148,TOLIMA,CARMEN DE APICALÁ,Municipio
73,73152,TOLIMA,CASABIANCA,Municipio
73,73168,TOLIMA,CHAPARRAL,Municipio
73,73200,TOLIMA,COELLO,Municipio
73,73217,TOLIMA,COYAIMA,Municipio
73,73226,TOLIMA,CUNDAY,Municipio
73,73236,TOLIMA,DOLORES,Municipio
73,73268,TOLIMA,ESPINAL,Municipio
73,73270,TOLIMA,FALAN,Municipio
73,73275,TOLIMA,FLANDES,Municipio
73,73283,TOLIMA,FRESNO,Municipio
73,73319,TOLIMA,GUAMO,Municipio
73,73347,TOLIMA,HERVEO,Municipio
73,73349,TOLIMA,HONDA,Municipio
73,73352,TOLIMA,ICONONZO,Municipio
73,73408,TOLIMA,LÉRIDA,Municipio
73,73411,TOLIMA,LÍBANO,Municipio
73,73443,TOLIMA,SAN SEBASTIÁN DE MARIQUITA,Municipio
73,73449,TOLIMA,MELGAR,Municipio
73,73461,TOLIMA,MURILLO,Municipio
73,73483,TOLIMA,NATAGAIMA,Municipio
73,73504,TOLIMA,ORTEGA,Municipio
73,73520,TOLIMA,PALOCABILDO,Municipio
73,73547,TOLIMA,PIEDRAS,Municipio
73,73555,TOLIMA,PLANADAS,Municipio
73,73563,TOLIMA,PRADO,Municipio
73,73585,TOLIMA,PURIFICACIÓN,Municipio
73,73616,TOLIMA,RIOBLANCO,Municipio
73,73622,TOLIMA,RONCESVALLES,Municipio
73,73624,TOLIMA,ROVIRA,Municipio
73,73671,TOLIMA,SALDAÑA,Municipio
73,73675,TOLIMA,SAN ANTONIO,Municipio
73,73678,TOLIMA,SAN LUIS,Municipio
73,73686,TOLIMA,SANTA ISABEL,Municipio
73,73770,TOLIMA,SUÁREZ,Municipio
73,73854,TOLIMA,VALLE DE SAN JUAN,Municipio
73,73861,TOLIMA,VENADILLO,Municipio
73,73870,TOLIMA,VILLAHERMOSA,Municipio
73,73873,TOLIMA,VILLARRICA,Municipio
76,76001,VALLE DEL CAUCA,CALI,Municipio
76,76020,VALLE DEL CAUCA,ALCALÁ,Municipio
76,76036,VALLE DEL CAUCA,ANDALUCÍA,Municipio
76,76041,VALLE DEL CAUCA,ANSERMANUEVO,Municipio
76,76054,VALLE DEL CAUCA,ARGELIA,Municipio
76,76100,VALLE DEL CAUCA,BOLÍVAR,Municipio
76,76109,VALLE DEL CAUCA,BUENAVENTURA,Municipio
76,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,Municipio
76,76113,VALLE DEL CAUCA,BUGALAGRANDE,Municipio
76,76122,VALLE DEL CAUCA,CAICEDONIA,Municipio
76,76126,VALLE DEL CAUCA,CALIMA,Municipio
76,76130,VALLE DEL CAUCA,CANDELARIA,Municipio
76,76147,VALLE DEL CAUCA,CARTAGO,Municipio
76,76233,VALLE DEL CAUCA,DAGUA,Municipio
76,76243,VALLE DEL CAUCA,EL ÁGUILA,Municipio
76,76246,VALLE DEL CAUCA,EL CAIRO,Municipio
76,76248,VALLE DEL CAUCA,EL CERRITO,Municipio
76,76250,VALLE DEL CAUCA,EL DOVIO,Municipio
76,76275,VALLE DEL CAUCA,FLORIDA,Municipio
76,76306,VALLE DEL CAUCA,GINEBRA,Municipio
76,76318,VALLE DEL CAUCA,GUACARÍ,Municipio
76,76364,VALLE DEL CAUCA,JAMUNDÍ,Municipio
76,76377,VALLE DEL CAUCA,LA CUMBRE,Municipio
76,76400,VALLE DEL CAUCA,LA UNIÓN,Municipio
76,76403,VALLE DEL CAUCA,LA VICTORIA,Municipio
76,76497,VALLE DEL CAUCA,OBANDO,Municipio
76,76520,VALLE DEL CAUCA,PALMIRA,Municipio
76,76563,VALLE DEL CAUCA,PRADERA,Municipio
76,76606,VALLE DEL CAUCA,RESTREPO,Municipio
76,76616,VALLE DEL CAUCA,RIOFRÍO,Municipio
76,76622,VALLE DEL CAUCA,ROLDANILLO,Municipio
76,76670,VALLE DEL CAUCA,SAN PEDRO,Municipio
76,76736,VALLE DEL CAUCA,SEVILLA,Municipio
76,76823,VALLE DEL CAUCA,TORO,Municipio
76,76828,VALLE DEL CAUCA,TRUJILLO,Municipio
76,76834,VALLE DEL CAUCA,TULUÁ,Municipio
76,76845,VALLE DEL CAUCA,ULLOA,Municipio
76,76863,VALLE DEL CAUCA,VERSALLES,Municipio
76,76869,VALLE DEL CAUCA,VIJES,Municipio
76,76890,VALLE DEL CAUCA,YOTOCO,Municipio
76,76892,VALLE DEL CAUCA,YUMBO,Municipio
76,76895,VALLE DEL CAUCA,ZARZAL,Municipio
81,81001,ARAUCA,ARAUCA,Municipio
81,81065,ARAUCA,ARAUQUITA,Municipio
81,81220,ARAUCA,CRAVO NORTE,Municipio
81,81300,ARAUCA,FORTUL,Municipio
81,81591,ARAUCA,PUERTO RONDÓN,Municipio
81,81736,ARAUCA,SARAVENA,Municipio
81,81794,ARAUCA,TAME,Municipio
85,85001,CASANARE,YOPAL,Municipio
85,85010,CASANARE,AGUAZUL,Municipio
85,85015,CASANARE,CHÁMEZA,Municipio
85,85125,CASANARE,HATO COROZAL,Municipio
85,85136,CASANARE,LA SALINA,Municipio
85,85139,CASANARE,MANÍ,Municipio
85,85162,CASANARE,MONTERREY,Municipio
85,85225,CASANARE,NUNCHÍA,Municipio
85,85230,CASANARE,OROCUÉ,Municipio
85,85250,CASANARE,PAZ DE ARIPORO,Municipio
85,85263,CASANARE,PORE,Municipio
85,85279,CASANARE,RECETOR,Municipio
85,85300,CASANARE,SABANALARGA,Municipio
85,85315,CASANARE,SÁCAMA,Municipio
85,85325,CASANARE,SAN LUIS DE PALENQUE,Municipio
85,85400,CASANARE,TÁMARA,Municipio
85,85410,CASANARE,TAURAMENA,Municipio
85,85430,CASANARE,TRINIDAD,Municipio
85,85440,CASANARE,VILLANUEVA,Municipio
86,86001,PUTUMAYO,MOCOA,Municipio
86,86219,PUTUMAYO,COLÓN,Municipio
86,86320,PUTUMAYO,ORITO,Municipio
86,86568,PUTUMAYO,PUERTO ASÍS,Municipio
86,86569,PUTUMAYO,PUERTO CAICEDO,Municipio
86,86571,PUTUMAYO,PUERTO GUZMÁN,Municipio
86,86573,PUTUMAYO,PUERTO LEGUÍZAMO,Municipio
86,86749,PUTUMAYO,SIBUNDOY,Municipio
86,86755,PUTUMAYO,SAN FRANCISCO,Municipio
86,86757,PUTUMAYO,SAN MIGUEL,Municipio
86,86760,PUTUMAYO,SANTIAGO,Municipio
86,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Municipio
86,86885,PUTUMAYO,VILLAGARZÓN,Municipio
88,88001,ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA,SAN ANDRÉS,Isla
88,88564,ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,Municipio
91,91001,AMAZONAS,LETICIA,Municipio
91,91263,AMAZONAS,EL ENCANTO,Área no municipalizada
91,91405,AMAZONAS,LA CHORRERA,Área no municipalizada
91,91407,AMAZONAS,LA PEDRERA,Área no municipalizada
91,91430,AMAZONAS,LA VICTORIA,Área no municipalizada
91,91460,AMAZONAS,MIRITÍ - PARANÁ,Área no municipalizada
91,91530,AMAZONAS,PUERTO ALEGRÍA,Área no municipalizada
91,91536,AMAZONAS,PUERTO ARICA,Área no municipalizada
91,91540,AMAZONAS,PUERTO NARIÑO,Municipio
91,91669,AMAZONAS,PUERTO SANTANDER,Área no municipalizada
91,91798,AMAZONAS,TARAPACÁ,Área no municipalizada
94,94001,GUAINÍA,INÍRIDA,Municipio
94,94343,GUAINÍA,BARRANCOMINAS,Municipio
94,94883,GUAINÍA,SAN FELIPE,Área no municipalizada
94,94884,GUAINÍA,PUERTO COLOMBIA,Área no municipalizada
94,94885,GUAINÍA,LA GUADALUPE,Área no municipalizada
94,94886,GUAINÍA,CACAHUAL,Área no municipalizada
94,94887,GUAINÍA,PANA PANA,Área no municipalizada
94,94888,GUAINÍA,MORICHAL,Área no municipalizada
95,95001,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Municipio
95,95015,GUAVIARE,CALAMAR,Municipio
95,95025,GUAVIARE,EL RETORNO,Municipio
95,95200,GUAVIARE,MIRAFLORES,Municipio
97,97001,VAUPÉS,MITÚ,Municipio
97,97161,VAUPÉS,CARURÚ,Municipio
97,97511,VAUPÉS,PACOA,Área no municipalizada
97,97666,VAUPÉS,TARAIRA,Municipio
97,97777,VAUPÉS,PAPUNAHUA,Área no municipalizada
97,97889,VAUPÉS,YAVARATÉ,Área no municipalizada
99,99001,VICHADA,PUERTO CARREÑO,Municipio
99,99524,VICHADA,LA PRIMAVERA,Municipio
99,99624,VICHADA,SANTA ROSALÍA,Municipio
99,99773,VICHADA,CUMARIBO,Municipio
